text,retweet_count,favorite_count,created_at,preprocessed_text,sentiment_neg,sentiment_pos,sentiment_neutral,sentiment,sentiment_group,ORG_entities,GPE_entities
RT @johnredwood: Behind UK electric vehicles  there are gas power stations to recharge them. How does this get us to net zero?,236,0,2023-06-08 09:33:24+00:00,"['rt', 'johnredwood', 'behind', 'uk', 'electric', 'vehicle', 'gas', 'power', 'station', 'recharge', 'get', 'u', 'net', 'zero']",0.0,0.0,1.0,0.0,Neutral,[],['uk']
"RT @bobbyllew: A very sensible, grounded, fact filled response to the massively over hyped opinion piece by Mr Atkinson in the @Guardian.
V…",230,0,2023-06-08 09:19:46+00:00,"['rt', 'bobbyllew', 'sensible', 'grounded', 'fact', 'filled', 'response', 'massively', 'hyped', 'opinion', 'piece', 'mr', 'atkinson', 'guardian', 'v…']",0.0,0.0,1.0,0.0,Neutral,[],[]
RT @EvaFoxU: I have been supporting Elon Musk and his companies for over 4 years. I do this because I believe in Elon's vision and understa…,221,0,2023-06-06 23:38:16+00:00,"['rt', 'evafoxu', 'supporting', 'elon', 'musk', 'company', '4', 'year', 'believe', 'elons', 'vision', 'understa…']",0.0,0.353,0.647,0.5994,Positive,[],[]
RT @techreview: Turkey has become an entry point into the European market for Chinese tech companies. https://t.co/8yLkFfu5Fp,219,0,2023-06-07 13:26:46+00:00,"['rt', 'techreview', 'turkey', 'become', 'entry', 'point', 'european', 'market', 'chinese', 'tech', 'company']",0.0,0.0,1.0,0.0,Neutral,[],[]
RT @ACCIONA_EN: This new self-healing green hydrogen catalyst developed by the University of Michigan (@umich) is such a promising technolo…,213,0,2023-06-08 08:55:09+00:00,"['rt', 'accionaen', 'new', 'selfhealing', 'green', 'hydrogen', 'catalyst', 'developed', 'university', 'michigan', 'umich', 'promising', 'technolo…']",0.0,0.184,0.816,0.4019,Positive,[],[]
"RT @Ev_Trades: 🎁 $15,000 Giveaway 🎁

🏆 (3) $5K Challenges! 🏆

To Enter Simply:
✅ Like and Retweet
✅ Follow @Legend_Traders and @Ev_Trades…",211,0,2023-06-08 09:10:52+00:00,"['rt', 'evtrades', '🎁', '15000', 'giveaway', '🎁', '🏆', '3', '5k', 'challenge', '🏆', 'enter', 'simply', '✅', 'like', 'retweet', '✅', 'follow', 'legendtraders', 'evtrades…']",0.0,0.257,0.743,0.4215,Positive,[],[]
RT @WhiteHouse: The bipartisan budget agreement protects this Administration’s investments in tackling climate change and advancing clean e…,207,0,2023-06-08 09:00:27+00:00,"['rt', 'whitehouse', 'bipartisan', 'budget', 'agreement', 'protects', 'administration', '’', 'investment', 'tackling', 'climate', 'change', 'advancing', 'clean', 'e…']",0.0,0.427,0.573,0.802,Positive,[],[]
"RT @InfiblueNFT: 📢We're thrilled to unveil an exciting collaboration between #InfiblueWorld and @RideRawrr 🛵

Want to know all the juicy de…",201,0,2023-06-08 09:30:53+00:00,"['rt', 'infibluenft', '📢were', 'thrilled', 'unveil', 'exciting', 'collaboration', 'infiblueworld', 'riderawrr', '🛵', 'want', 'know', 'juicy', 'de…']",0.0,0.425,0.575,0.7506,Positive,[],[]
RT @WhiteHouse: President Biden’s Investing in America agenda has mobilized over $470 billion in private sector manufacturing and clean ene…,200,0,2023-06-08 09:49:42+00:00,"['rt', 'whitehouse', 'president', 'biden', '’', 'investing', 'america', 'agenda', 'mobilized', '470', 'billion', 'private', 'sector', 'manufacturing', 'clean', 'ene…']",0.0,0.162,0.838,0.4019,Positive,[],['america']
RT @guardian: I love electric vehicles – and was an early adopter. But increasingly I feel duped | Rowan Atkinson https://t.co/tKWEWAiPy9,200,0,2023-06-08 10:17:46+00:00,"['rt', 'guardian', 'love', 'electric', 'vehicle', '–', 'early', 'adopter', 'increasingly', 'feel', 'duped', 'rowan', 'atkinson']",0.165,0.247,0.588,0.34,Positive,[],[]
RT @arikring: @RisePDX @Jackthelad1947 @seth_leitman @debraruh @wernerkeil @SaleemulHuq @JeremyMallin @raduede @Tecgale @MarianSmedley @kir…,198,0,2023-06-05 04:53:49+00:00,"['rt', 'arikring', 'risepdx', 'jackthelad1947', 'sethleitman', 'debraruh', 'wernerkeil', 'saleemulhuq', 'jeremymallin', 'raduede', 'tecgale', 'mariansmedley', 'kir…']",0.0,0.0,1.0,0.0,Neutral,['jackthelad1947'],[]
"RT @Sgtnewsnetwork: ⚠️The Great Fraud! Wind Farms Require Diesel Engines To Run, Draw Power From The Grid https://t.co/lNMY7bL1xv",197,0,2023-06-08 05:38:34+00:00,"['rt', 'sgtnewsnetwork', '⚠️the', 'great', 'fraud', 'wind', 'farm', 'require', 'diesel', 'engine', 'run', 'draw', 'power', 'grid']",0.191,0.206,0.603,0.0772,Positive,[],[]
"RT @KerrieNation: Remember this dipshit @fordnation being “proud” of cancelling green energy contracts? 

We should especially remember him…",196,0,2023-06-08 10:03:40+00:00,"['rt', 'kerrienation', 'remember', 'dipshit', 'fordnation', '“', 'proud', '”', 'cancelling', 'green', 'energy', 'contract', 'especially', 'remember', 'him…']",0.257,0.272,0.471,0.0772,Positive,[],[]
"RT @CNN: If gas guzzlers disappeared from US car lots by 2035 and were replaced by zero-emissions vehicles, the nation would see 89,300 few…",194,0,2023-06-08 08:46:35+00:00,"['rt', 'cnn', 'gas', 'guzzler', 'disappeared', 'u', 'car', 'lot', '2035', 'replaced', 'zeroemissions', 'vehicle', 'nation', 'would', 'see', '89300', 'few…']",0.112,0.0,0.888,-0.2263,Negative,['cnn'],[]
"Trying my luck to win $TUK airdrop campaign from @eTukTukio, the first automotive project with #GreenRevolution built on #Cardano. 

eTUKTUK is at the very core of the electric vehicle transition, sharing economy, e-mobility, &amp; web 3.0 mass adoption 🛺 

https://t.co/3eeZYRjdyI https://t.co/VCpv6vH5to https://t.co/qsqyP81czY",193,582,2023-06-06 02:17:07+00:00,"['trying', 'luck', 'win', 'tuk', 'airdrop', 'campaign', 'etuktukio', 'first', 'automotive', 'project', 'greenrevolution', 'built', 'cardano', 'etuktuk', 'core', 'electric', 'vehicle', 'transition', 'sharing', 'economy', 'emobility', 'amp', 'web', '30', 'mass', 'adoption', '🛺']",0.0,0.294,0.706,0.8625,Positive,['etuktuk core electric vehicle'],[]
"RT @ibcig: Trying my luck to win $TUK airdrop campaign from @eTukTukio, the first automotive project with #GreenRevolution built on #Cardan…",193,0,2023-06-08 05:37:55+00:00,"['rt', 'ibcig', 'trying', 'luck', 'win', 'tuk', 'airdrop', 'campaign', 'etuktukio', 'first', 'automotive', 'project', 'greenrevolution', 'built', 'cardan…']",0.0,0.343,0.657,0.7783,Positive,['cardan…'],[]
"RT @Happiness1997TS: a photo of her in electric lady studio - Rosé 🫣

""I will try to make lots and lots of good music for you in the future…",188,0,2023-06-08 09:21:44+00:00,"['rt', 'happiness1997ts', 'photo', 'electric', 'lady', 'studio', 'rosé', '\U0001fae3', 'try', 'make', 'lot', 'lot', 'good', 'music', 'future…']",0.0,0.182,0.818,0.4404,Positive,[],[]
RT @AntonEberhard: The private sector is gearing up to rescue South Africa from power cuts with a huge pipeline of generation projects unde…,188,0,2023-06-08 09:12:43+00:00,"['rt', 'antoneberhard', 'private', 'sector', 'gearing', 'rescue', 'south', 'africa', 'power', 'cut', 'huge', 'pipeline', 'generation', 'project', 'unde…']",0.107,0.284,0.609,0.5423,Positive,[],['south africa']
RT @McfarlaneGlenda: Sway in the wind Singh is still trying to play both sides. It’s unbelievable the arrogance of this 4th place party lea…,188,0,2023-06-08 06:47:32+00:00,"['rt', 'mcfarlaneglenda', 'sway', 'wind', 'singh', 'still', 'trying', 'play', 'side', '’', 'unbelievable', 'arrogance', '4th', 'place', 'party', 'lea…']",0.16,0.324,0.516,0.3612,Positive,[],[]
"RT @9NewsAUS: A Canberra man will spend one month in jail after riding an e-scooter at nearly 100km/h during a police chase.

During the ar…",184,0,2023-06-06 11:21:07+00:00,"['rt', '9newsaus', 'canberra', 'man', 'spend', 'one', 'month', 'jail', 'riding', 'escooter', 'nearly', '100kmh', 'police', 'chase', 'ar…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"Renewable enthusiasts often tell me 'battery storage will overcome all their difficulties'

But the 'biggest battery storage installation in Europe' could  power UK's electricity grid for just 22 seconds!

Cost 75 million quid

Long long long way to go.

https://t.co/q89W3zBCBz",183,367,2023-06-08 07:48:47+00:00,"['renewable', 'enthusiast', 'often', 'tell', 'battery', 'storage', 'overcome', 'difficulty', 'biggest', 'battery', 'storage', 'installation', 'europe', 'could', 'power', 'uk', 'electricity', 'grid', '22', 'second', 'cost', '75', 'million', 'quid', 'long', 'long', 'long', 'way', 'go']",0.075,0.078,0.846,0.0258,Positive,[],[]
"RT @latimeralder: Renewable enthusiasts often tell me 'battery storage will overcome all their difficulties'

But the 'biggest battery stor…",183,0,2023-06-08 10:20:03+00:00,"['rt', 'latimeralder', 'renewable', 'enthusiast', 'often', 'tell', 'battery', 'storage', 'overcome', 'difficulty', 'biggest', 'battery', 'stor…']",0.151,0.157,0.692,0.0258,Positive,[],[]
"RT @SulajjaFirodia: Preparing for grand delivery function of 1000 Electric 3wh designed for waste management at Vijaywada ! Solid steel, hi…",173,0,2023-06-08 09:29:36+00:00,"['rt', 'sulajjafirodia', 'preparing', 'grand', 'delivery', 'function', '1000', 'electric', '3wh', 'designed', 'waste', 'management', 'vijaywada', 'solid', 'steel', 'hi…']",0.137,0.225,0.637,0.2023,Positive,['vijaywada'],[]
"RT @FinPlanKaluAja1: BUA gets $500m to build two new energy efficient cement production lines in it's Sokoto factory.

Factory will convert…",172,0,2023-06-08 09:56:13+00:00,"['rt', 'finplankaluaja1', 'bua', 'get', '500m', 'build', 'two', 'new', 'energy', 'efficient', 'cement', 'production', 'line', 'sokoto', 'factory', 'factory', 'convert…']",0.0,0.246,0.754,0.5994,Positive,[],[]
"RT @bettybloodclot: The carbon tax is important to fund Trudeau's tree planting plan...oh wait
To invest in nuclear energy...oh wait...
To…",168,0,2023-06-08 09:48:48+00:00,"['rt', 'bettybloodclot', 'carbon', 'tax', 'important', 'fund', 'trudeaus', 'tree', 'planting', 'planoh', 'wait', 'invest', 'nuclear', 'energyoh', 'wait', 'to…']",0.0,0.107,0.893,0.2023,Positive,[],[]
"RT @MikeSchreiner: The Ford government wants us to pay more for our energy.

Why else would they insist on investing in dirty, gas power wh…",166,0,2023-06-08 08:45:22+00:00,"['rt', 'mikeschreiner', 'ford', 'government', 'want', 'u', 'pay', 'energy', 'else', 'would', 'insist', 'investing', 'dirty', 'gas', 'power', 'wh…']",0.23,0.182,0.588,-0.2263,Negative,['ford'],[]
"Two new Apple Maps features coming later this year:

- Offline maps: users can select an area and download it. Turn-by-turn navigation and estimated time of arrival will be available
- You will now be able to see real-time EV charging station availability! https://t.co/8rs57MHjGj https://t.co/a9moNA05yL",165,1902,2023-06-08 01:45:12+00:00,"['two', 'new', 'apple', 'map', 'feature', 'coming', 'later', 'year', 'offline', 'map', 'user', 'select', 'area', 'download', 'turnbyturn', 'navigation', 'estimated', 'time', 'arrival', 'available', 'able', 'see', 'realtime', 'ev', 'charging', 'station', 'availability']",0.055,0.0,0.945,-0.128,Negative,[],[]
"RT @theapplehub: Two new Apple Maps features coming later this year:

- Offline maps: users can select an area and download it. Turn-by-tur…",165,0,2023-06-08 07:09:12+00:00,"['rt', 'theapplehub', 'two', 'new', 'apple', 'map', 'feature', 'coming', 'later', 'year', 'offline', 'map', 'user', 'select', 'area', 'download', 'turnbytur…']",0.086,0.0,0.914,-0.128,Negative,[],[]
"RT @BoschGlobal: 🤝 Working together to help transform children's lives: Bosch Thailand &amp; Primavera, an #aid organization by Bosch associate…",163,0,2023-06-08 09:06:50+00:00,"['rt', 'boschglobal', '🤝', 'working', 'together', 'help', 'transform', 'childrens', 'life', 'bosch', 'thailand', 'amp', 'primavera', 'aid', 'organization', 'bosch', 'associate…']",0.0,0.153,0.847,0.4019,Positive,[],['thailand']
"RT @DrSimEvans: FACTCHECK: Me in the @guardian on why Rowan Atkinson has been ""duped"" about electric vehicles – just not in the way he thin…",162,0,2023-06-08 09:37:08+00:00,"['rt', 'drsimevans', 'factcheck', 'guardian', 'rowan', 'atkinson', 'duped', 'electric', 'vehicle', '–', 'way', 'thin…']",0.219,0.0,0.781,-0.4215,Negative,[],[]
"RT @TheGreenParty: 📺 ""Nuclear is not going to help us out in this climate emergency.""

@carla_denyer speaks to the BBC about the need to in…",162,0,2023-06-08 08:32:07+00:00,"['rt', 'thegreenparty', '📺', 'nuclear', 'going', 'help', 'u', 'climate', 'emergency', 'carladenyer', 'speaks', 'bbc', 'need', 'in…']",0.17,0.176,0.654,0.0258,Positive,['bbc'],[]
"RT @kucoincom: 🤖New assets added to the Trading Bots.

📈 Spot Grid: APT/USDT

♾ Infinity Grid: APT/USDT

💰 DCA: APT

💰 Smart Rebalance: APT",162,0,2023-06-07 21:56:50+00:00,"['rt', 'kucoincom', '🤖new', 'asset', 'added', 'trading', 'bot', '📈', 'spot', 'grid', 'aptusdt', '♾', 'infinity', 'grid', 'aptusdt', '💰', 'dca', 'apt', '💰', 'smart', 'rebalance', 'apt']",0.0,0.245,0.755,0.6369,Positive,[],[]
"RT @PressSec: The President’s Investing in America agenda is bringing manufacturing back to America, strengthening America’s energy securit…",161,0,2023-06-08 08:58:24+00:00,"['rt', 'presssec', 'president', '’', 'investing', 'america', 'agenda', 'bringing', 'manufacturing', 'back', 'america', 'strengthening', 'america', '’', 'energy', 'securit…']",0.0,0.306,0.694,0.6486,Positive,[],"['america', 'america', 'america']"
"RT @RepDonaldsPress: Many naturally fear nuclear energy due to unsubstantiated radiation concerns.

Today's nuclear tech isn't our grandpar…",158,0,2023-06-08 09:21:17+00:00,"['rt', 'repdonaldspress', 'many', 'naturally', 'fear', 'nuclear', 'energy', 'due', 'unsubstantiated', 'radiation', 'concern', 'today', 'nuclear', 'tech', 'isnt', 'grandpar…']",0.166,0.109,0.725,-0.2732,Negative,[],[]
"RT @Y0L0Jo: We know @JoeBiden is not really in charge, but that’s NOT the point of the video!

☄️ #2A
💥 #PewPew
🔥 #ShallNotBeInfringed http…",151,0,2023-06-08 04:10:46+00:00,"['rt', 'y0l0jo', 'know', 'joebiden', 'really', 'charge', '’', 'point', 'video', '☄️', '2a', '💥', 'pewpew', '🔥', 'shallnotbeinfringed']",0.0,0.0,1.0,0.0,Neutral,['pewpew'],[]
"RT @Mullen_USA: Charging Ahead ⚡ Smooth Lines &amp; Strikingly Different Design. 

Welcome to the #MullenFIVE. 
Reserve now: https://t.co/f1WYr…",148,0,2023-06-07 12:25:22+00:00,"['rt', 'mullenusa', 'charging', 'ahead', '⚡', 'smooth', 'line', 'amp', 'strikingly', 'different', 'design', 'welcome', 'mullenfive', 'reserve']",0.0,0.2,0.8,0.4588,Positive,[],[]
RT @nise_shi: HONGO TAKESHI: the wind. it roars in my ears. the more my power grows the harder it is to feel remorse for violence. what is…,148,0,2023-06-08 07:24:58+00:00,"['rt', 'niseshi', 'hongo', 'takeshi', 'wind', 'roar', 'ear', 'power', 'grows', 'harder', 'feel', 'remorse', 'violence', 'is…']",0.341,0.0,0.659,-0.7351,Negative,[],[]
"RT @pattonoswalt: Oh dude, I’ve always planned to be buried underneath an electric fence. Sorry…",147,0,2023-06-08 09:25:16+00:00,"['rt', 'pattonoswalt', 'oh', 'dude', '’', 'always', 'planned', 'buried', 'underneath', 'electric', 'fence', 'sorry…']",0.0,0.0,1.0,0.0,Neutral,[],[]
RT @TeslaSg: Karen complaining about EV emissions $TSLA https://t.co/ZCI5vn0rbj,147,0,2023-06-08 09:19:57+00:00,"['rt', 'teslasg', 'karen', 'complaining', 'ev', 'emission', 'tsla']",0.231,0.0,0.769,-0.2023,Negative,[],[]
"RT @sdhruv86: Good News

First Batch of 100 DTC Electric Buses arrived in Mayapuri Depot. Charging Infrastructure Completed.

Will be Rolle…",145,0,2023-06-08 09:26:32+00:00,"['rt', 'sdhruv86', 'good', 'news', 'first', 'batch', '100', 'dtc', 'electric', 'bus', 'arrived', 'mayapuri', 'depot', 'charging', 'infrastructure', 'completed', 'rolle…']",0.0,0.153,0.847,0.4404,Positive,[],[]
"RT @UKLabour: Britain cannot grow with low wages and insecure jobs.

That’s why Labour will put workers at the heart of our mission to make…",145,0,2023-06-08 09:03:59+00:00,"['rt', 'uklabour', 'britain', 'grow', 'low', 'wage', 'insecure', 'job', '’', 'labour', 'put', 'worker', 'heart', 'mission', 'make…']",0.29,0.0,0.71,-0.5994,Negative,[],['britain']
"RT @stufflistings: JBL Tune Beam
Black, White, Blue, Purple
ANC
Smart Ambient Mode and TalkThru mode
JBL Pure Bass Sound
QuickCharge suppor…",145,0,2023-06-08 09:33:29+00:00,"['rt', 'stufflistings', 'jbl', 'tune', 'beam', 'black', 'white', 'blue', 'purple', 'anc', 'smart', 'ambient', 'mode', 'talkthru', 'mode', 'jbl', 'pure', 'bass', 'sound', 'quickcharge', 'suppor…']",0.0,0.119,0.881,0.4019,Positive,['anc'],[]
"RT @SenSchumer: With @POTUS and Dems in Congress:

32,000 infrastructure projects and $470B+ worth of private investments have been announc…",144,0,2023-06-08 05:32:38+00:00,"['rt', 'senschumer', 'potus', 'dems', 'congress', '32000', 'infrastructure', 'project', '470b', 'worth', 'private', 'investment', 'announc…']",0.0,0.137,0.863,0.2263,Positive,['congress'],[]
"RT @AndrewRTDavies: Today in Wales, nurses are out on strike. 

Seems timely to point out our Welsh NHS is not run by the Conservatives.…",142,0,2023-06-08 05:33:31+00:00,"['rt', 'andrewrtdavies', 'today', 'wale', 'nurse', 'strike', 'seems', 'timely', 'point', 'welsh', 'nh', 'run', 'conservatives…']",0.096,0.204,0.701,0.4019,Positive,[],[]
"RT @kucoincom: 🤖New assets added to the Trading Bots.@FractonProtocol
 
📈 Spot Grid: HIFIDENZA/USDT

♾ Infinity Grid: HIFIDENZA/USDT

💰 DCA…",134,0,2023-06-07 12:24:50+00:00,"['rt', 'kucoincom', '🤖new', 'asset', 'added', 'trading', 'botsfractonprotocol', '📈', 'spot', 'grid', 'hifidenzausdt', '♾', 'infinity', 'grid', 'hifidenzausdt', '💰', 'dca…']",0.0,0.161,0.839,0.3612,Positive,['💰'],[]
RT @cinnamonpatriot: @EV_Trapper @TomFitton Let’s see those 1800 boxes old sleepy creepy Joe has stashed away. Oh right we only prosecute r…,131,0,2023-06-08 09:31:40+00:00,"['rt', 'cinnamonpatriot', 'evtrapper', 'tomfitton', 'let', '’', 'see', '1800', 'box', 'old', 'sleepy', 'creepy', 'joe', 'stashed', 'away', 'oh', 'right', 'prosecute', 'r…']",0.137,0.0,0.863,-0.4019,Negative,[],[]
"RT @solar_plannet: Spending all day on endless queues, just to power your GENERATOR?

Get a 24/7 solar inverter system installed in your ho…",130,0,2023-06-08 08:40:34+00:00,"['rt', 'solarplannet', 'spending', 'day', 'endless', 'queue', 'power', 'generator', 'get', '247', 'solar', 'inverter', 'system', 'installed', 'ho…']",0.0,0.0,1.0,0.0,Neutral,[],[]
"RT @KTRBRS: ✳️ Telangana shines as a leader in renewable energy production too! 

✳️ From a mere 74 MW of solar power at its formation, the…",130,0,2023-06-08 07:46:10+00:00,"['rt', 'ktrbrs', '✳️', 'telangana', 'shine', 'leader', 'renewable', 'energy', 'production', '✳️', 'mere', '74', 'mw', 'solar', 'power', 'formation', 'the…']",0.0,0.116,0.884,0.2732,Positive,[],[]
