category,published_at,source,text,title,url,preprocessed_text,sentiment_neg,sentiment_pos,sentiment_neutral,sentiment,sentiment_group,ORG_entities,GPE_entities
general,2023-06-08T09:36:44+00:00,etfdailynews,"HRT Financial LP trimmed its holdings in Global X Lithium & Battery Tech ETF (NYSEARCA:LIT &#8211; Get Rating) by 46.5% in the 4th quarter, HoldingsChannel.com reports. The fund owned 4,716 shares of the company&#8217;s stock after selling 4,098 shares during the quarter. HRT Financial LP&#8217;s holdings in Global X Lithium & Battery Tech ETF were [&#8230;]","HRT Financial LP Sells 4,098 Shares of Global X Lithium & Battery Tech ETF (NYSEARCA:LIT)",https://www.etfdailynews.com/2023/06/08/hrt-financial-lp-sells-4098-shares-of-global-x-lithium-battery-tech-etf-nysearcalit/,"['hrt', 'financial', 'lp', 'trimmed', 'holding', 'global', 'x', 'lithium', 'battery', 'tech', 'etf', 'nysearcalit', '8211', 'get', 'rating', '465', '4th', 'quarter', 'holdingschannelcom', 'report', 'fund', 'owned', '4716', 'share', 'company8217s', 'stock', 'selling', '4098', 'share', 'quarter', 'hrt', 'financial', 'lp8217s', 'holding', 'global', 'x', 'lithium', 'battery', 'tech', 'etf', '8230']",0.0,0.106,0.894,0.5267,Positive,['company8217s'],['lp8217s']
general,2023-06-08T09:46:24+00:00,4-traders,"(marketscreener.com) NEW YORK, June 8, 2023 /PRNewswire/ -- Levi &amp; Korsinsky, LLP notifies investors in Atlas Lithium Corporation of a class action securities lawsuit. CLASS DEFINITION: The lawsuit seeks to recover losses on behalf of Atlas...https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/ATLX-LAWSUIT-ALERT-Levi-Korsinsky-Notifies-Atlas-Lithium-Corporation-Investors-of-a-Class-Action-44068906/?utm_medium=RSS&utm_content=20230608",ATLX LAWSUIT ALERT: Levi & Korsinsky Notifies Atlas Lithium Corporation Investors of a Class Action Lawsuit and Upcoming Deadline,https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/ATLX-LAWSUIT-ALERT-Levi-Korsinsky-Notifies-Atlas-Lithium-Corporation-Investors-of-a-Class-Action-44068906/?utm_medium=RSS&utm_content=20230608,"['marketscreenercom', 'new', 'york', 'june', '8', '2023', 'prnewswire', 'levi', 'amp', 'korsinsky', 'llp', 'notifies', 'investor', 'atlas', 'lithium', 'corporation', 'class', 'action', 'security', 'lawsuit', 'class', 'definition', 'lawsuit', 'seek', 'recover', 'loss', 'behalf', 'atlas']",0.194,0.076,0.73,-0.4019,Negative,[],['new york']
general,2023-06-27T13:02:03+00:00,4-traders,"(marketscreener.com) VANCOUVER, British Columbia, June 27, 2023 -- Tearlach Resources Limited is pleased to announce that it has started mapping and sampling on our Georgina Stairs Lithium Project in the Georgia Lake pegmatite field, Jellicoe, Ontario. Mapping targets are being generated daily and followed up by Tearlach&rsquo;s geology team. The Project is...https://www.marketscreener.com/quote/stock/TEARLACH-RESOURCES-147360171/news/Tearlach-Commences-Mapping-at-Georgina-Stairs-Jellicoe-Ontario-44203557/?utm_medium=RSS&utm_content=20230627","Tearlach Commences Mapping at Georgina Stairs, Jellicoe, Ontario",https://www.marketscreener.com/quote/stock/TEARLACH-RESOURCES-147360171/news/Tearlach-Commences-Mapping-at-Georgina-Stairs-Jellicoe-Ontario-44203557/?utm_medium=RSS&utm_content=20230627,"['marketscreenercom', 'vancouver', 'british', 'columbia', 'june', '27', '2023', 'tearlach', 'resource', 'limited', 'pleased', 'announce', 'started', 'mapping', 'sampling', 'georgina', 'stair', 'lithium', 'project', 'georgia', 'lake', 'pegmatite', 'field', 'jellicoe', 'ontario', 'mapping', 'target', 'generated', 'daily', 'followed', 'tearlachrsquos', 'geology', 'team', 'project']",0.052,0.079,0.87,0.25,Positive,[],['georgia']
general,2023-06-29T06:30:42+00:00,americanbankingnews,"National Bank Financial started coverage on shares of Lithium Royalty (OTCMKTS:LITRF &#8211; Free Report) in a research report released on Monday, The Fly reports. The firm issued an outperform rating on the stock. Separately, Scotiabank assumed coverage on shares of Lithium Royalty in a research report on Monday. They issued an outperform rating for the [&#8230;]",National Bank Financial Begins Coverage on Lithium Royalty (OTCMKTS:LITRF),https://www.americanbankingnews.com/2023/06/29/national-bank-financial-begins-coverage-on-lithium-royalty-otcmktslitrf.html,"['ational', 'bank', 'financial', 'started', 'coverage', 'share', 'lithium', 'royalty', 'otcmktslitrf', '8211', 'free', 'report', 'research', 'report', 'released', 'monday', 'fly', 'report', 'firm', 'issued', 'outperform', 'rating', 'stock', 'separately', 'scotiabank', 'assumed', 'coverage', 'share', 'lithium', 'royalty', 'research', 'report', 'monday', 'issued', 'outperform', 'rating', '8230']",0.0,0.185,0.815,0.7717,Positive,[],[]
general,2023-06-05T07:05:02+00:00,4-traders,"(marketscreener.com) Public Relations Group, Corporate Communications Unit Akasaka Biz Tower, 5-3-1 Akasaka, Minato-ku, Tokyo 107-6332 JAPAN June 5, 2023 INPEX Invests in Next-genLithium-ion Battery Startup TeraWatt Technology Inc. Tokyo, Japan - INPEX CORPORATION...https://www.marketscreener.com/quote/stock/INPEX-CORPORATION-6498754/news/INPEX-Invests-in-Next-gen-Lithium-ion-Battery-Startup-TeraWatt-Technology-Inc-44037159/?utm_medium=RSS&utm_content=20230605",INPEX : Invests in Next-gen Lithium-ion Battery Startup TeraWatt Technology Inc.,https://www.marketscreener.com/quote/stock/INPEX-CORPORATION-6498754/news/INPEX-Invests-in-Next-gen-Lithium-ion-Battery-Startup-TeraWatt-Technology-Inc-44037159/?utm_medium=RSS&utm_content=20230605,"['marketscreenercom', 'public', 'relation', 'group', 'corporate', 'communication', 'unit', 'akasaka', 'biz', 'tower', '531', 'akasaka', 'minatoku', 'tokyo', '1076332', 'japan', 'june', '5', '2023', 'inpex', 'invests', 'nextgenlithiumion', 'battery', 'startup', 'terawatt', 'technology', 'inc', 'tokyo', 'japan', 'inpex', 'corporatio']",0.0,0.0,1.0,0.0,Neutral,['terawatt technology inc'],"['tokyo', 'japan', 'tokyo', 'japan']"
general,2023-06-03T03:05:18+00:00,kswt,"EL CENTRO, Calif. (KYMA, KECY) - Lithium companies continue to invest in the Imperial Valley.  On Wednesday, Berkshire-Hathaway Renewables donated $25,000 to CASA of Imperial County. This donation will help with the purchase of more vehicles to aid the non-profit organization in assisting more children in need. The ceremony took place at CASA's headquarters in El Centro with manyThe post Lithium company makes contribution to CASA appeared first on KYMA.",Lithium company makes contribution to CASA,https://kyma.com/news/imperial-county/2023/06/02/lithium-company-makes-contribution-to-casa/,"['el', 'centro', 'calif', 'kyma', 'kecy', 'lithium', 'company', 'continue', 'invest', 'imperial', 'valley', 'wednesday', 'berkshirehathaway', 'renewables', 'donated', '25000', 'casa', 'imperial', 'county', 'donation', 'help', 'purchase', 'vehicle', 'aid', 'nonprofit', 'organization', 'assisting', 'child', 'need', 'ceremony', 'took', 'place', 'casas', 'headquarters', 'el', 'centro', 'manythe', 'post', 'lithium', 'company', 'make', 'contribution', 'casa', 'appeared', 'first', 'kyma']",0.0,0.057,0.943,0.4019,Positive,"['el centro', 'el centro', 'casa']",['casas']
general,2023-06-04T07:26:15+00:00,Seeking Alpha,Lithium Americas Corp.: Navigating A New Era Of Lithium Production Amid Global Demand,Lithium Americas Corp.: Navigating A New Era Of Lithium Production Amid Global Demand,https://seekingalpha.com/article/4609256-lithium-americas-stock-navigating-new-era-of-lithium-production?source=feed_all_articles,"['thium', 'america', 'corp', 'navigating', 'new', 'era', 'lithium', 'production', 'amid', 'global', 'demand']",0.13,0.0,0.87,-0.128,Negative,['thium america corp'],[]
general,2023-06-26T08:00:03+00:00,4-traders,"(marketscreener.com) Infineon teams up with eleQtron to deliver three generations of trapped-ion quantum processor units Jun 26, 2023| Market News Munich, Germany - 26 June 2023 - Infineon Technologies AG and eleQtron GmbH, a pioneer in Quantum Computing from Siegen, North Rhine Westfalia, Germany, announced today...https://www.marketscreener.com/quote/stock/INFINEON-TECHNOLOGIES-AG-436299/news/Infineon-Technologies-teams-up-with-eleQtron-to-deliver-three-generations-of-trapped-ion-quantum-p-44185388/?utm_medium=RSS&utm_content=20230626",Infineon Technologies : teams up with eleQtron to deliver three generations of trapped-ion quantum processor units,https://www.marketscreener.com/quote/stock/INFINEON-TECHNOLOGIES-AG-436299/news/Infineon-Technologies-teams-up-with-eleQtron-to-deliver-three-generations-of-trapped-ion-quantum-p-44185388/?utm_medium=RSS&utm_content=20230626,"['marketscreenercom', 'infineon', 'team', 'eleqtron', 'deliver', 'three', 'generation', 'trappedion', 'quantum', 'processor', 'unit', 'jun', '26', '2023', 'market', 'news', 'munich', 'germany', '26', 'june', '2023', 'infineon', 'technology', 'ag', 'eleqtron', 'gmbh', 'pioneer', 'quantum', 'computing', 'siegen', 'north', 'rhine', 'westfalia', 'germany', 'announced', 'today']",0.0,0.0,1.0,0.0,Neutral,"['infineon technology ag', 'gmbh', 'quantum']","['munich', 'germany', 'germany']"
general,2023-06-06T13:08:07+00:00,4-traders,"(marketscreener.com) CleanTech Lithium PLC on Tuesday said it continues to progress projects towards producing battery-grade ""green"" lithium, including the completion of several new wells, and ""remains in positive dialogue"" with the Chilean government regarding new state participation requirements.In late April, the Chile-focused sustainable lithium exploration and...https://www.marketscreener.com/quote/stock/CLEANTECH-LITHIUM-PLC-135133476/news/CleanTech-Lithium-claims-good-relations-in-Chile-as-projects-progress-44050778/?utm_medium=RSS&utm_content=20230606",CleanTech Lithium claims good relations in Chile as projects progress,https://www.marketscreener.com/quote/stock/CLEANTECH-LITHIUM-PLC-135133476/news/CleanTech-Lithium-claims-good-relations-in-Chile-as-projects-progress-44050778/?utm_medium=RSS&utm_content=20230606,"['marketscreenercom', 'cleantech', 'lithium', 'plc', 'tuesday', 'said', 'continues', 'progress', 'project', 'towards', 'producing', 'batterygrade', 'green', 'lithium', 'including', 'completion', 'several', 'new', 'well', 'remains', 'positive', 'dialogue', 'chilean', 'government', 'regarding', 'new', 'state', 'participation', 'requirementsin', 'late', 'april', 'chilefocused', 'sustainable', 'lithium', 'exploration']",0.0,0.251,0.749,0.8555,Positive,['marketscreenercom cleantech lithium plc'],[]
general,2023-06-27T13:00:41+00:00,business,"VANCOUVER, British Columbia, June 27, 2023 (GLOBE NEWSWIRE) &#8212; Tearlach Resources Limited (TSXV: TEA) (OTC: TELHF) (FRANKFURT: V44) (“Tearlach” or the “Company”) is pleased to announce that it has started mapping and sampling on our Georgina Stairs Lithium Project in the Georgia Lake pegmatite field, Jellicoe, Ontario. Mapping targets are being generated daily and followed [&#8230;]","Tearlach Commences Mapping at Georgina Stairs, Jellicoe, Ontario",https://financialpost.com/globe-newswire/tearlach-commences-mapping-at-georgina-stairs-jellicoe-ontario,"['vancouver', 'british', 'columbia', 'june', '27', '2023', 'globe', 'newswire', '8212', 'tearlach', 'resource', 'limited', 'tsxv', 'tea', 'otc', 'telhf', 'frankfurt', 'v44', '“', 'tearlach', '”', '“', 'company', '”', 'pleased', 'announce', 'started', 'mapping', 'sampling', 'georgina', 'stair', 'lithium', 'project', 'georgia', 'lake', 'pegmatite', 'field', 'jellicoe', 'ontario', 'mapping', 'target', 'generated', 'daily', 'followed', '8230']",0.043,0.066,0.89,0.25,Positive,[],"['frankfurt', 'georgia']"
general,2023-06-05T05:32:47+00:00,americanbankingnews,Canaccord Genuity Group Cuts Frontier Lithium (CVE:FL) Price Target to C$4.00,Canaccord Genuity Group Cuts Frontier Lithium (CVE:FL) Price Target to C$4.00,https://www.americanbankingnews.com/2023/06/05/canaccord-genuity-group-cuts-frontier-lithium-cvefl-price-target-to-c4-00.html,"['canaccord', 'genuity', 'group', 'cut', 'frontier', 'lithium', 'cvefl', 'price', 'target', 'c400']",0.189,0.0,0.811,-0.2732,Negative,['canaccord genuity group'],[]
general,2023-06-07T07:22:48+00:00,etfdailynews,"Standard Lithium Ltd. (CVE:SLI &#8211; Get Rating) shot up 1% during mid-day trading on Tuesday . The company traded as high as C$5.87 and last traded at C$5.86. 64,701 shares traded hands during mid-day trading, a decline of 28% from the average session volume of 89,677 shares. The stock had previously closed at C$5.80. Wall [&#8230;]",Standard Lithium (CVE:SLI) Trading Up 1%,https://www.etfdailynews.com/2023/06/07/standard-lithium-cvesli-trading-up-1/,"['standard', 'lithium', 'ltd', 'cvesli', '8211', 'get', 'rating', 'shot', '1', 'midday', 'trading', 'tuesday', 'company', 'traded', 'high', 'c587', 'last', 'traded', 'c586', '64701', 'share', 'traded', 'hand', 'midday', 'trading', 'decline', '28', 'average', 'session', 'volume', '89677', 'share', 'stock', 'previously', 'closed', 'c580', 'wall', '8230']",0.0,0.183,0.817,0.765,Positive,['standard lithium ltd cvesli 8211'],[]
general,2023-06-26T20:02:14+00:00,theregister,NASA and miners face off over lithium deposits at satellite calibration site,NASA and miners face off over lithium deposits at satellite calibration site,https://go.theregister.com/feed/www.theregister.com/2023/06/26/nasa_lithium_satellite_nevada/,"['asa', 'miner', 'face', 'lithium', 'deposit', 'satellite', 'calibration', 'site']",0.0,0.0,1.0,0.0,Neutral,[],[]
general,2023-06-29T00:00:12+00:00,theyeshivaworld,"Threatened by possible shortages of lithium for electric car batteries, automakers are racing to lock in supplies of the once-obscure “white gold” in a politically and environmentally fraught competition from China to Nevada to Chile. General Motors Co. and the parent company of China’s BYD Auto Ltd. went straight to the source and bought stakes in lithium miners, a rare step in an industry that relies on outside vendors for copper and other raw materials. Others are investing in lithium refining or ventures to recycle the silvery-white metal from used batteries. A shortfall in lithium...","Threatened By Shortages, Electric Car Makers Race For Supplies Of Lithium For Batteries",https://www.theyeshivaworld.com/news/general/2203766/threatened-by-shortages-electric-car-makers-race-for-supplies-of-lithium-for-batteries.html,"['threatened', 'possible', 'shortage', 'lithium', 'electric', 'car', 'battery', 'automaker', 'racing', 'lock', 'supply', 'onceobscure', '“', 'white', 'gold', '”', 'politically', 'environmentally', 'fraught', 'competition', 'china', 'nevada', 'chile', 'general', 'motor', 'co', 'parent', 'company', 'china', '’', 'byd', 'auto', 'ltd', 'went', 'straight', 'source', 'bought', 'stake', 'lithium', 'miner', 'rare', 'step', 'industry', 'relies', 'outside', 'vendor', 'copper', 'raw', 'material', 'others', 'investing', 'lithium', 'refining', 'venture', 'recycle', 'silverywhite', 'metal', 'used', 'battery', 'shortfall', 'lithium']",0.081,0.031,0.889,-0.4767,Negative,"['china nevada chile', 'general motor co parent']",['china']
general,2023-06-26T12:01:09+00:00,4-traders,"(marketscreener.com) DALIAN, China, June 26, 2023 /PRNewswire/ -- CBAK Energy Technology, Inc. , a leading lithium-ion battery manufacturer and electric energy solution provider in&nbsp;China, previously announced its first Corporate Open Day to be held on&nbsp;Wednesday, June 28, 2023, Beijing Time and today provides additional details about the event, including...https://www.marketscreener.com/quote/stock/CBAK-ENERGY-TECHNOLOGY-I-33339716/news/CBAK-Energy-to-Host-its-Inaugural-Corporate-Open-Day-on-June-28-2023-and-Announces-Webcast-Access-D-44187159/?utm_medium=RSS&utm_content=20230626","CBAK Energy to Host its Inaugural Corporate Open Day on June 28, 2023 and Announces Webcast Access Details",https://www.marketscreener.com/quote/stock/CBAK-ENERGY-TECHNOLOGY-I-33339716/news/CBAK-Energy-to-Host-its-Inaugural-Corporate-Open-Day-on-June-28-2023-and-Announces-Webcast-Access-D-44187159/?utm_medium=RSS&utm_content=20230626,"['marketscreenercom', 'dalian', 'china', 'june', '26', '2023', 'prnewswire', 'cbak', 'energy', 'technology', 'inc', 'leading', 'lithiumion', 'battery', 'manufacturer', 'electric', 'energy', 'solution', 'provider', 'innbspchina', 'previously', 'announced', 'first', 'corporate', 'open', 'day', 'held', 'onnbspwednesday', 'june', '28', '2023', 'beijing', 'time', 'today', 'provides', 'additional', 'detail', 'event', 'including']",0.0,0.153,0.847,0.6705,Positive,['marketscreenercom dalian china'],[]
general,2023-06-03T06:00:47+00:00,etfdailynews,"Neo Lithium Corp. (OTCMKTS:NTTHF &#8211; Get Rating) shares were up 0.4% during trading on Friday . The stock traded as high as $5.12 and last traded at $5.10. Approximately 67,500 shares were traded during mid-day trading, a decline of 53% from the average daily volume of 145,100 shares. The stock had previously closed at $5.08. [&#8230;]",Neo Lithium (OTCMKTS:NTTHF) Trading Up 0.4%,https://www.etfdailynews.com/2023/06/03/neo-lithium-otcmktsntthf-trading-up-0-4/,"['eo', 'lithium', 'corp', 'otcmktsntthf', '8211', 'get', 'rating', 'share', '04', 'trading', 'friday', 'stock', 'traded', 'high', '512', 'last', 'traded', '510', 'approximately', '67500', 'share', 'traded', 'midday', 'trading', 'decline', '53', 'average', 'daily', 'volume', '145100', 'share', 'stock', 'previously', 'closed', '508', '8230']",0.0,0.167,0.833,0.6808,Positive,['eo lithium corp otcmktsntthf 8211'],[]
general,2023-06-28T10:52:06+00:00,4-traders,"(marketscreener.com) Amte Power PLC on Wednesday said it is in discussions with investors over further financing, but said it is not currently pursuing a sale of the company itself.Shares in the London-based lithium-ion and sodium-ion battery cells developer and manufacturer were down 20% to 4.50 pence each in London on Wednesday, late morning.Amte's update on...https://www.marketscreener.com/quote/stock/AMTE-POWER-PLC-120216285/news/Amte-in-discussions-over-further-financing-but-avoiding-company-sale-44212535/?utm_medium=RSS&utm_content=20230628","Amte in discussions over further financing, but avoiding company sale",https://www.marketscreener.com/quote/stock/AMTE-POWER-PLC-120216285/news/Amte-in-discussions-over-further-financing-but-avoiding-company-sale-44212535/?utm_medium=RSS&utm_content=20230628,"['marketscreenercom', 'amte', 'power', 'plc', 'wednesday', 'said', 'discussion', 'investor', 'financing', 'said', 'currently', 'pursuing', 'sale', 'company', 'itselfshares', 'londonbased', 'lithiumion', 'sodiumion', 'battery', 'cell', 'developer', 'manufacturer', '20', '450', 'penny', 'london', 'wednesday', 'late', 'morningamtes', 'update']",0.0,0.0,1.0,0.0,Neutral,['marketscreenercom amte power plc'],[]
general,2023-06-05T16:43:00+00:00,forextv,"ATLANTA, June 05, 2023 (GLOBE NEWSWIRE) &#8212; Holzer & Holzer, LLC informs investors that a class action lawsuit has been filed against Atlas Lithium Corporation (“Atlas Lithium” or the “Company”) (NASDAQ: ATLX) f/k/a Brazil Minerals, Inc. The lawsuit alleges Atlas Lithium made materially false and/or misleading statements and/or failed to disclose material adverse facts, including: [&#8230;]The post Class Action Lawsuit Filed on Behalf of Atlas Lithium Corporation (ATLX) Investors &#8211; Nationally Ranked Investors’ Rights Firm Holzer & Holzer, LLC Encourages Investors With...","Class Action Lawsuit Filed on Behalf of Atlas Lithium Corporation (ATLX) Investors – Nationally Ranked Investors’ Rights Firm Holzer & Holzer, LLC Encourages Investors With Significant Losses to Contact the Firm",https://forextv.com/top-news/class-action-lawsuit-filed-on-behalf-of-atlas-lithium-corporation-atlx-investors-nationally-ranked-investors-rights-firm-holzer-holzer-llc-encourages-investors-with-significant-losses/,"['atlanta', 'june', '05', '2023', 'globe', 'newswire', '8212', 'holzer', 'holzer', 'llc', 'informs', 'investor', 'class', 'action', 'lawsuit', 'filed', 'atlas', 'lithium', 'corporation', '“', 'atlas', 'lithium', '”', '“', 'company', '”', 'nasdaq', 'atlx', 'fka', 'brazil', 'mineral', 'inc', 'lawsuit', 'alleges', 'atlas', 'lithium', 'made', 'materially', 'false', 'andor', 'misleading', 'statement', 'andor', 'failed', 'disclose', 'material', 'adverse', 'fact', 'including', '8230the', 'post', 'class', 'action', 'lawsuit', 'filed', 'behalf', 'atlas', 'lithium', 'corporation', 'atlx', 'investor', '8211', 'nationally', 'ranked', 'investor', '’', 'right', 'firm', 'holzer', 'holzer', 'llc', 'encourages', 'investor']",0.182,0.037,0.781,-0.8519,Negative,[],"['atlanta', 'brazil']"
general,2023-06-26T21:40:03+00:00,4-traders,"(marketscreener.com) Producers of metals and other raw materials rose as the dollar weakened against rivals. Investors are calibrating expectations for inflation and interest-rate policy. KoBold Metals, which explores for metals such as copper, lithium and cobalt using artificial intelligence, is raising around $200 million in a fundraising round, said...https://www.marketscreener.com/quote/stock/ARCHER-DANIELS-MIDLAND-CO-11533/news/Materials-Up-as-Dollar-Weakens-Materials-Roundup-44198489/?utm_medium=RSS&utm_content=20230626",Materials Up as Dollar Weakens -- Materials Roundup,https://www.marketscreener.com/quote/stock/ARCHER-DANIELS-MIDLAND-CO-11533/news/Materials-Up-as-Dollar-Weakens-Materials-Roundup-44198489/?utm_medium=RSS&utm_content=20230626,"['marketscreenercom', 'producer', 'metal', 'raw', 'material', 'rose', 'dollar', 'weakened', 'rival', 'investor', 'calibrating', 'expectation', 'inflation', 'interestrate', 'policy', 'kobold', 'metal', 'explores', 'metal', 'copper', 'lithium', 'cobalt', 'using', 'artificial', 'intelligence', 'raising', 'around', '200', 'million', 'fundraising', 'round', 'said']",0.065,0.088,0.847,0.2023,Positive,['kobold metal explores'],[]
general,2023-06-25T19:25:49+00:00,tribune,"Tribune OnlineREA MD inspects 200KW solar hybrid mini-grid project in Niger communityThe Managing Director (MD) of the Rural Electrification Agency (REA), Engr. Ahmad Salihijo inspected a 200-kilowatt peak solar hybrid mini-grid project in Danchitagi Community, Lavun LGA, Niger State over the weekend. The project, developed by PowerGen with 450kWh Li-ion batteries, is fully operational and currently serves over 700 users in the community. After inspecting the [&#8230;]REA MD inspects 200KW solar hybrid mini-grid project in Niger communityTribune Online",REA MD inspects 200KW solar hybrid mini-grid project in Niger community,https://tribuneonlineng.com/rea-md-inspects-200kw-solar-hybrid-mini-grid-project-in-niger-community/,"['tribune', 'onlinerea', 'md', 'inspects', '200kw', 'solar', 'hybrid', 'minigrid', 'project', 'niger', 'communitythe', 'managing', 'director', 'md', 'rural', 'electrification', 'agency', 'rea', 'engr', 'ahmad', 'salihijo', 'inspected', '200kilowatt', 'peak', 'solar', 'hybrid', 'minigrid', 'project', 'danchitagi', 'community', 'lavun', 'lga', 'niger', 'state', 'weekend', 'project', 'developed', 'powergen', '450kwh', 'liion', 'battery', 'fully', 'operational', 'currently', 'serf', '700', 'user', 'community', 'inspecting', '8230rea', 'md', 'inspects', '200kw', 'solar', 'hybrid', 'minigrid', 'project', 'niger', 'communitytribune', 'online']",0.0,0.0,1.0,0.0,Neutral,['danchitagi community lavun lga niger'],"['minigrid', 'minigrid', 'minigrid']"
general,2023-06-26T22:57:19+00:00,suntimes,"John Goodenough was the oldest person to receive a Nobel Prize in 2019 at 97 when he shared the award with British-born American scientist M. Stanley Whittingham and Japan’s Akira Yoshino.Associated Press AUSTIN, Texas — John Goodenough, who shared the&nbsp;2019 Nobel Prize in chemistry&nbsp;for his work developing the lithium-ion battery that transformed technology with rechargeable power for devices ranging from cellphones, computers, and pacemakers to electric cars, has died at 100, the University of Texas announced Monday.Goodenough died Sunday at an assisted-living facility in Austin...","John Goodenough, a Nobel Prize-winning co-creator of the revolutionary lithium battery, dies at 100",https://chicago.suntimes.com/obituaries/2023/6/26/23774728/john-goodenough-dies-at-100-nobel-winning-co-creator-of-lithium-ion-battery,"['john', 'goodenough', 'oldest', 'person', 'receive', 'nobel', 'prize', '2019', '97', 'shared', 'award', 'britishborn', 'american', 'scientist', 'stanley', 'whittingham', 'japan', '’', 'akira', 'yoshinoassociated', 'press', 'austin', 'texas', '—', 'john', 'goodenough', 'shared', 'thenbsp2019', 'nobel', 'prize', 'chemistrynbspfor', 'work', 'developing', 'lithiumion', 'battery', 'transformed', 'technology', 'rechargeable', 'power', 'device', 'ranging', 'cellphone', 'computer', 'pacemaker', 'electric', 'car', 'died', '100', 'university', 'texas', 'announced', 'mondaygoodenough', 'died', 'sunday', 'assistedliving', 'facility', 'aust']",0.103,0.213,0.685,0.7717,Positive,['university texas'],['japan']
general,2023-06-27T19:35:03+00:00,4-traders,"(marketscreener.com) BENSALEM, Pa., June 27, 2023 /PRNewswire/ -- Law Offices of Howard G. Smith announces that investors with substantial losses have opportunity to lead the securities fraud class action lawsuit against Atlas Lithium Corporation .Class Period: March 25, 2022 &ndash; May 3, 2023 Lead Plaintiff Deadline: August 1, 2023Investors suffering losses on...https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/ATLX-Investors-Have-Opportunity-to-Lead-Atlas-Lithium-Corporation-Securities-Fraud-Lawsuit-44205490/?utm_medium=RSS&utm_content=20230627",ATLX Investors Have Opportunity to Lead Atlas Lithium Corporation Securities Fraud Lawsuit,https://www.marketscreener.com/quote/stock/ATLAS-LITHIUM-CORPORATION-120795033/news/ATLX-Investors-Have-Opportunity-to-Lead-Atlas-Lithium-Corporation-Securities-Fraud-Lawsuit-44205490/?utm_medium=RSS&utm_content=20230627,"['marketscreenercom', 'bensalem', 'pa', 'june', '27', '2023', 'prnewswire', 'law', 'office', 'howard', 'g', 'smith', 'announces', 'investor', 'substantial', 'loss', 'opportunity', 'lead', 'security', 'fraud', 'class', 'action', 'lawsuit', 'atlas', 'lithium', 'corporation', 'class', 'period', 'march', '25', '2022', 'ndash', 'may', '3', '2023', 'lead', 'plaintiff', 'deadline', 'august', '1', '2023investors', 'suffering', 'loss']",0.256,0.134,0.611,-0.7506,Negative,[],[]
general,2023-06-28T13:02:02+00:00,4-traders,"(marketscreener.com) NOT FOR DISTRIBUTION TO U.S NEWSWIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES MONTREAL, June 28, 2023 -- &nbsp;Opus One Gold Corp &nbsp; is pleased to announce that it has reached an agreement for the acquisition of a 100% interest of a second property for lithium in the Eeyou Itschee Territory, James Bay, Quebec, in a district that...https://www.marketscreener.com/quote/stock/OPUS-ONE-GOLD-CORPORATION-49478078/news/Opus-One-Gold-Corp-Acquires-a-Second-Property-With-Lithium-Potential-Near-Q2-MIA-Lithium-Discovery-44214094/?utm_medium=RSS&utm_content=20230628",Opus One Gold Corp. Acquires a Second Property With Lithium Potential Near Q2 MIA Lithium Discovery,https://www.marketscreener.com/quote/stock/OPUS-ONE-GOLD-CORPORATION-49478078/news/Opus-One-Gold-Corp-Acquires-a-Second-Property-With-Lithium-Potential-Near-Q2-MIA-Lithium-Discovery-44214094/?utm_medium=RSS&utm_content=20230628,"['marketscreenercom', 'distribution', 'u', 'newswire', 'service', 'dissemination', 'united', 'state', 'montreal', 'june', '28', '2023', 'nbspopus', 'one', 'gold', 'corp', 'nbsp', 'pleased', 'announce', 'reached', 'agreement', 'acquisition', '100', 'interest', 'second', 'property', 'lithium', 'eeyou', 'itschee', 'territory', 'james', 'bay', 'quebec', 'district']",0.0,0.322,0.678,0.9062,Positive,"['united state', 'gold corp nbsp']",['montreal']
general,2023-06-03T09:58:58+00:00,dailymail,"Ion Radu, 46, was found dead in a carpark in Homelands Drive, near Crystal Palace, south-east London at 9.24am on Thursday, June, 1.","Manhunt after rough sleeper, 46, is stabbed to death in south-east London",https://www.dailymail.co.uk/news/article-12155041/Manhunt-rough-sleeper-46-stabbed-death-south-east-London.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,"['radu', '46', 'found', 'dead', 'carpark', 'homeland', 'drive', 'near', 'crystal', 'palace', 'southeast', 'london', '924am', 'thursday', 'june', '1']",0.235,0.0,0.765,-0.6486,Negative,[],['london']
